"pathway","log2FC","pvalue","FDR"
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified",0.130313504657118,0.104973122656741,0.169632182548216
"UNINTEGRATED|g__Oscillibacter.s__Oscillibacter_sp_CAG_241",-0.107514959202702,0.10536925350499,0.170097454633091
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",0.430091375603856,0.10541803487413,0.170097454633091
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus",0.223721711702619,0.105521817812539,0.170138228571258
"HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus",0.12751428511227,0.105981376932675,0.170752151533909
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus",0.212550686210808,0.106802294520082,0.171946933302391
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus",0.0876336409568876,0.107296178710422,0.172613822765764
"PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0701650126736589,0.107571847118808,0.172928926340102
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.223709100464695,0.108974665381196,0.175054188199445
"HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.070404115870425,0.109497240034603,0.175706486684116
"VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_faecis",-0.109292409288308,0.109542899635552,0.175706486684116
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.137573233129388,0.109784942682437,0.175881286103619
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",0.218045899393753,0.109814204013935,0.175881286103619
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus",0.0882371949102549,0.110757177072138,0.177129743701346
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus",0.0882371949102549,0.110757177072138,0.177129743701346
"PWY-1042: glycolysis IV (plant cytosol)|g__Roseburia.s__Roseburia_faecis",-0.0936831829432293,0.111125405232368,0.177326033238985
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis",0.183169394789847,0.111065542748409,0.177326033238985
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.183169394789847,0.111065542748409,0.177326033238985
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.0797383383793321,0.111262766209895,0.17741458011541
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus",0.049037617807527,0.1116272673252,0.177864917863021
"PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.206383276780858,0.112116760052405,0.178513606931346
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.046361783002435,0.113105181047415,0.179955159566628
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis",-0.318007618599778,0.113909468518132,0.18092556126583
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Barnesiella.s__Barnesiella_intestinihominis",-0.318007618599778,0.113909468518132,0.18092556126583
"PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila",0.40349025568104,0.113965570432791,0.18092556126583
"HSERMETANA-PWY: L-methionine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila",0.350487473074629,0.114225223751127,0.181166346608239
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_ovatus",0.167720167519499,0.114284446614427,0.181166346608239
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.0206706633655681,0.114931968578973,0.182059631513621
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0507090898317459,0.115229049747546,0.182396896130702
"PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis",-0.305760992056677,0.116460061012495,0.184210914024874
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Eubacterium.s__Eubacterium_eligens",-0.162629679596693,0.116710462079441,0.184337879975327
"PWY-6936: seleno-amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.165209494160452,0.116657250921398,0.184337879975327
"PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus",0.228295787335828,0.116861458144025,0.184441937216388
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.18492087105271,0.117273328526974,0.184822765758512
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens",-0.162748276973402,0.117193775298448,0.184822765758512
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0611006217322695,0.117800159430634,0.185383402676967
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila",0.444720318512516,0.117744054796535,0.185383402676967
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.0276955171791866,0.117896232333182,0.185399953168364
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0209189595828538,0.118145133340847,0.185568946441156
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_vulgatus",0.0586615002144709,0.118174963585046,0.185568946441156
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified",-0.14369374779899,0.119331054515965,0.187248656869005
"PWY-3841: folate transformations II|g__Akkermansia.s__Akkermansia_muciniphila",0.361705633500981,0.119515221024366,0.187401942083793
"CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.151762311830199,0.120169607944627,0.188291786273324
"PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0496732264165272,0.120809464114156,0.18915759301689
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.208739051574952,0.122557189446587,0.191755544787548
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.233196249468287,0.122980874049665,0.192279620537968
"UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes_CAG_19",0.0135855735687329,0.123153448620846,0.192410615112741
"THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0453103996792227,0.123404426687024,0.192539744323684
"PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified",0.0637208463732664,0.123413800122565,0.192539744323684
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.0185058388091783,0.123510640272724,0.192552199619419
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii",0.161088093364861,0.12390519839767,0.192751302891421
"PWY-6124: inosine-5'-phosphate biosynthesis II",0.0369042784366328,0.123839995475793,0.192751302891421
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.257391208279142,0.123853380439513,0.192751302891421
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.0184735974110293,0.124004947901503,0.192768093330385
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_massiliensis",0.278825326991415,0.124213574177929,0.192953989421915
"HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.0773530436024109,0.12488360671176,0.19381982572103
"PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.114696450610825,0.124949836886146,0.19381982572103
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis",0.15779186919102,0.125875975627844,0.195116766227137
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.234207961587666,0.126305053722634,0.19564192381483
"FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bacteroides.s__Bacteroides_vulgatus",0.109818457906394,0.127012601133125,0.196597361896772
"COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus",0.0545557156435644,0.127354860781077,0.196845922476886
"HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_stercoris",-0.0174568430722521,0.127335252747238,0.196845922476886
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_finegoldii",0.140017814732058,0.12783045885887,0.197440202670828
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.193726674857803,0.129195926429328,0.199407102971763
"PWY-1042: glycolysis IV (plant cytosol)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.15477865471479,0.129590993886749,0.199874508008957
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.213023914638057,0.131169490894216,0.20216521107238
"PWY-3841: folate transformations II|g__Parabacteroides.s__Parabacteroides_merdae",0.0804563493425732,0.131568538912931,0.202636122121053
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.179965948102451,0.131725276293021,0.202733433044728
"PWY-7664: oleate biosynthesis IV (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus",0.103863822500642,0.13207196520277,0.20312274563123
"COA-PWY: coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_finegoldii",0.119775795109279,0.132231809977495,0.203224349093072
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.179393452361186,0.132408136524935,0.203351121084008
"PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.101874997505078,0.13258945474354,0.203485374241679
"PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus",0.221342667542808,0.133121884703955,0.204157908105782
"PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.0946564746394838,0.133274346660759,0.204247177661857
"PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_vulgatus",0.0749821325867613,0.133500288596147,0.204448851864205
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Bacteroides.s__Bacteroides_vulgatus",0.10609660983058,0.133687087970739,0.204534600094585
"PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus",0.108187825926787,0.133745052299966,0.204534600094585
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_wexlerae",0.177318595763045,0.133862420012571,0.20456972085137
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_ovatus",0.21253562852029,0.134414993952958,0.205269409370021
"PWY-4984: urea cycle|g__Alistipes.s__Alistipes_finegoldii",0.166412596379687,0.134561969010938,0.205349145666692
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus",0.227283623282501,0.134810268579167,0.205583287833255
"HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus",0.0817117743084952,0.135141498298223,0.205943478770921
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.159392434508628,0.136090782768649,0.20724436139119
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens",0.0817143698422652,0.136390389185468,0.20755475657648
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_ovatus",0.208675664652153,0.136596555250082,0.207722621211879
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.256941879506342,0.137481165939437,0.20892123884345
"UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis",-0.361671276656401,0.137795259765729,0.209251806525812
"THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.185518769530989,0.138260666582783,0.209811529751324
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens",-0.159626708607294,0.13858914665317,0.210162827709881
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.219015213506087,0.138699243397267,0.210182699609705
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Ruminococcus_torques",0.105696548312525,0.139209739606324,0.210808878914678
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified",0.0423748396247299,0.139446475130144,0.210872652900923
"TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.210453953614482,0.13940423763708,0.210872652900923
"GLUTORN-PWY: L-ornithine biosynthesis|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.185070002619945,0.140240540282023,0.211925558431759
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Prevotella.s__Prevotella_copri",0.0125275849858901,0.140419841057168,0.212048638028491
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila",0.38514723608504,0.141088437509502,0.212909919277918
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis",0.178462035128106,0.141503488964556,0.213387655244393
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_stercoris",-0.00883199555426882,0.141632489703708,0.21343366146588
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii",0.158760075557931,0.143348532182037,0.215869540818954
"GLUTORN-PWY: L-ornithine biosynthesis|g__Eubacterium.s__Eubacterium_eligens",-0.128951259679256,0.143511620769671,0.215965057088804
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified",-0.133981504919381,0.143704173527238,0.216104749502793
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified",0.125505777318263,0.144210328038535,0.216715520707008
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Alistipes.s__Alistipes_putredinis",-0.212986862657549,0.147199292842018,0.221053962292899
"PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.0125185949820206,0.147498762667083,0.221350289958151
"PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.152182496640875,0.147976160465119,0.221913037873988
"PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii",0.162364031495517,0.148352493334505,0.22232354983117
"COA-PWY: coenzyme A biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans",-0.354254917862257,0.148461535205878,0.222333204416819
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus",0.0759529283520627,0.149430378094301,0.223629578266817
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Alistipes.s__Alistipes_finegoldii",0.159366656462593,0.150562353064398,0.225168129117012
"PWY-7664: oleate biosynthesis IV (anaerobic)|g__Alistipes.s__Alistipes_finegoldii",0.156985238685573,0.150752931100456,0.225297656341165
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.21321040770375,0.150972611658233,0.225315185580848
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.21321040770375,0.150972611658233,0.225315185580848
"PWYG-321: mycolate biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.15855004422366,0.151325768434872,0.225686813625855
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila",0.386804093440873,0.152285771112712,0.226806368385737
"FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii",0.160490931657233,0.152284180216993,0.226806368385737
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified",0.0596890935213994,0.152935687216427,0.227617880630492
"PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Bacteroides.s__Bacteroides_ovatus",0.155630580464118,0.153609525471882,0.228463858406018
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",-0.0975972797741399,0.153786547546088,0.228570266483109
"PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_vulgatus",0.0684743081071513,0.154276870416014,0.229141863051065
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_ovatus",0.0381014193902526,0.154538110729695,0.229372661610444
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.0597869441448786,0.15477506894527,0.229410105611765
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris",-0.0346729618160467,0.154699317968531,0.229410105611765
"PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis",0.0696831006448255,0.155391247959296,0.230165983819408
"PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_massiliensis",0.200334238694866,0.155613466201665,0.230337692116809
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila",0.38653381440252,0.15593748057659,0.230659740893837
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.0835126843294667,0.156658489404993,0.231568176357857
"PANTO-PWY: phosphopantothenate biosynthesis I|unclassified",-0.080768086038415,0.157366389719118,0.232456009898656
"PWY-5686: UMP biosynthesis|g__Eubacterium.s__Eubacterium_eligens",-0.157512532050096,0.157550028383499,0.232568740808612
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.0203130054227818,0.158742084011434,0.234168887714621
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Alistipes.s__Alistipes_putredinis",-0.205851798029159,0.159534146909642,0.235177208403534
"UNINTEGRATED|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",-0.0682690743525423,0.159782881448544,0.235383755335822
